ID,name,eur_value,skill_moves,weak_foot,work_rate_att,work_rate_def,preferred_foot,crossing,finishing,heading_accuracy,short_passing,volleys,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,gk
201510,L. Kurzawa,16500000,3,3,High,Medium,Left,83,71,76,81,61,73,53,72,80,81,74,77,80,75,69,82,80,72,67,75,76,76,75,62,76,76,79,81,
187735,A. Dzagoev,16500000,3,3,High,High,Right,77,73,67,79,73,75,76,76,82,81,73,71,80,72,79,74,77,66,75,69,71,76,81,65,80,69,73,70,
170370,J. dos Santos,16500000,3,4,High,High,Right,83,62,57,84,73,80,76,78,85,68,65,74,78,81,72,69,77,65,74,59,65,80,83,59,65,52,63,55,
230977,M. Almirón,16500000,4,2,High,High,Left,70,73,43,79,75,74,70,70,79,90,88,87,79,74,78,49,84,50,72,65,60,74,78,64,72,45,66,59,
208128,H. Çalhanoğlu,16500000,3,4,Medium,Medium,Right,78,74,53,82,77,92,93,78,80,71,67,76,79,76,87,46,66,52,88,57,44,77,77,71,72,32,42,45,
206511,M. Arnold,16500000,3,3,High,Medium,Left,63,77,54,79,85,73,59,78,79,67,67,73,78,69,87,52,77,67,87,66,75,75,76,59,73,60,71,66,
205407,D. Baselli,16500000,3,3,High,Medium,Right,74,67,64,82,73,79,73,78,83,70,70,79,75,75,76,69,77,68,81,65,68,75,80,71,74,58,65,63,
199602,J. Guidetti,16500000,3,3,High,Medium,Right,67,80,71,70,79,68,80,53,83,66,68,65,76,58,85,70,62,82,80,75,34,79,60,81,78,20,26,25,
198683,M. Gabbiadini,16500000,3,3,High,Low,Left,70,82,71,72,72,78,82,64,82,74,74,73,75,56,84,76,69,75,81,57,18,78,72,72,71,18,24,20,
228687,K. Dolberg,16500000,3,4,Medium,Low,Right,42,78,69,68,75,67,70,54,79,73,79,75,77,70,87,72,71,77,78,44,21,75,69,74,80,20,24,19,
227796,C. Pulisic,16500000,4,4,Medium,Medium,Right,65,71,49,76,70,69,58,59,79,93,90,91,77,92,72,86,68,51,58,44,30,73,76,48,64,28,32,37,
222509,Dani Ceballos,16500000,3,3,Medium,Medium,Right,70,62,37,79,57,69,61,78,83,72,65,72,78,73,57,52,66,60,63,76,76,73,80,55,71,70,77,74,
179645,S. Kjær,16000000,2,3,Low,High,Right,54,55,82,75,37,52,73,74,67,60,68,48,76,58,78,70,78,83,41,80,81,31,49,61,72,80,82,80,
153244,A. Gignac,16000000,3,3,Medium,Medium,Right,72,86,78,72,80,77,70,68,73,74,71,66,76,59,84,70,72,89,80,80,51,81,72,78,80,22,41,23,
212462,Alex Telles,16000000,3,2,High,Medium,Left,85,52,67,76,66,85,77,81,78,82,84,78,80,70,75,81,89,64,67,78,76,73,67,63,76,75,77,76,
206273,O. Shatov,16000000,4,4,High,Medium,Right,74,73,55,80,69,75,70,72,82,85,90,83,77,78,75,59,73,66,73,70,63,76,77,60,76,38,45,42,
203890,S. Vrsaljko,16000000,2,3,High,Medium,Right,82,44,69,74,53,70,57,70,78,84,82,67,77,72,75,84,89,73,58,75,79,65,68,52,67,77,81,75,
203280,V. Germain,16000000,3,4,High,Medium,Right,75,82,79,78,79,76,75,64,80,78,78,91,79,77,79,81,82,61,77,65,44,86,78,77,78,22,21,18,
190972,E. Salvio,16000000,4,4,High,Low,Right,78,76,67,74,71,75,64,70,80,88,86,86,77,84,74,87,83,63,74,67,52,81,73,60,78,40,38,33,
189250,S. Rondón,16000000,3,4,High,Medium,Right,48,77,88,69,73,53,52,40,78,73,76,69,73,48,85,71,68,89,70,74,33,82,53,62,76,25,23,13,
224334,M. Acuña,16000000,4,3,Medium,High,Left,86,67,55,76,68,87,78,71,79,85,84,84,75,84,78,69,87,71,83,74,63,72,78,43,82,53,58,54,
212602,Diego Llorente,16000000,2,3,Medium,Medium,Right,55,39,77,78,31,30,35,69,76,59,62,59,76,51,45,69,71,72,37,75,82,43,51,53,69,79,80,81,
210413,A. Romagnoli,16000000,2,3,Medium,High,Left,36,20,76,67,24,36,24,67,65,64,68,58,74,53,60,77,71,76,46,82,82,26,40,34,74,82,82,78,
204523,Rubén Pardo,16000000,2,4,Medium,Medium,Right,62,66,48,85,42,76,77,84,80,65,68,76,77,76,72,65,64,57,73,60,64,68,80,69,69,53,72,62,
201858,N. Sansone,16000000,3,3,Medium,Medium,Right,68,80,65,75,73,76,69,65,80,84,82,87,74,87,83,66,72,65,82,68,38,78,79,66,76,15,44,33,
201533,P. Ntep,16000000,4,4,High,Medium,Right,77,72,43,75,74,77,73,67,83,88,90,85,76,75,79,49,72,74,76,75,28,75,71,70,63,22,25,15,
201046,R. Saponara,16000000,4,4,High,Medium,Right,76,64,58,82,64,80,70,76,85,71,78,71,70,71,72,64,72,69,66,52,30,78,83,68,76,26,34,30,
194174,Keko,16000000,3,4,Medium,High,Right,83,69,34,77,70,73,69,76,80,80,78,78,79,77,67,66,65,67,72,54,59,73,81,66,70,24,53,43,
139869,W. Sneijder,15500000,3,5,Medium,Low,Right,86,72,32,84,80,88,86,86,85,70,69,77,77,85,86,30,62,57,84,55,45,74,88,76,83,32,41,37,
20775,Quaresma,15500000,5,4,High,Medium,Right,88,70,41,79,80,92,78,75,87,85,82,91,78,84,83,63,69,54,83,62,24,75,80,74,79,10,17,13,
54050,W. Rooney,15500000,3,4,Medium,Medium,Right,78,80,75,81,83,84,81,82,80,67,68,71,83,77,86,76,78,83,79,81,54,79,80,83,88,48,51,37,
207993,S. Kolašinac,15500000,2,2,Medium,High,Left,74,42,73,68,31,43,25,49,69,73,82,52,78,55,82,76,85,91,52,91,71,62,56,44,70,78,83,84,
206585,Arrizabalaga,15500000,1,4,Medium,Medium,Right,25,11,17,32,18,25,19,36,16,34,33,41,74,39,25,71,37,51,14,18,21,15,55,24,26,19,18,16,80
190264,Iago Falqué,15500000,4,3,Medium,High,Left,78,75,53,80,69,80,75,72,85,80,79,85,78,86,62,36,77,53,75,48,26,80,78,77,78,35,36,32,
187688,Ganso,15500000,4,3,Medium,Low,Left,83,72,65,86,75,80,76,84,83,36,34,71,75,56,77,30,68,67,79,56,47,74,87,76,80,30,31,35,
227476,Soares,15500000,3,3,High,High,Right,52,80,77,66,73,69,40,54,77,82,87,74,81,77,77,78,86,83,66,90,40,83,58,68,79,33,45,35,
203757,Zé Luís,15500000,2,4,Medium,Medium,Left,45,75,84,63,75,66,54,44,81,80,81,64,80,61,79,92,68,83,64,76,29,78,75,75,72,18,19,24,
199952,E. Çolak,15500000,3,3,Medium,Medium,Left,77,75,65,79,70,75,79,78,82,76,71,86,76,90,72,42,66,38,79,52,45,75,78,72,71,35,44,43,
199852,N. Jørgensen,15500000,3,3,High,Medium,Right,68,79,72,75,74,69,64,63,80,76,78,65,75,64,80,74,84,81,77,60,31,79,76,72,83,33,36,24,
192565,Y. Mallı,15500000,4,4,Medium,Medium,Right,76,75,40,80,69,75,69,74,82,78,75,83,74,81,64,63,81,52,68,48,46,76,80,81,81,33,29,21,
190286,Canales,15500000,3,3,High,Medium,Left,74,75,38,86,63,81,78,73,82,65,62,70,63,69,61,30,39,56,76,55,46,72,83,66,69,14,23,16,
228941,André Silva,15500000,3,3,High,Medium,Right,59,75,77,67,74,69,33,58,78,75,85,77,79,72,76,84,85,74,66,76,55,83,66,80,70,34,40,35,
219932,A. Sanabria,15500000,3,4,High,Medium,Right,67,80,69,71,67,73,64,56,83,79,81,81,74,75,75,75,70,76,65,32,21,80,72,69,76,21,20,15,
208450,Andreas Pereira,15500000,3,4,High,High,Right,75,68,59,77,76,80,80,77,83,78,76,81,71,80,76,59,80,67,77,65,65,69,75,49,66,68,58,49,
181786,V. Ćorluka,15000000,3,3,High,Medium,Right,68,47,83,70,38,69,60,72,73,49,65,57,77,46,64,86,80,84,53,81,77,45,60,49,78,83,83,82,
158121,B. Costil,15000000,1,3,Medium,Medium,Right,11,14,15,35,12,12,11,33,12,49,53,38,77,45,22,49,28,65,15,22,22,12,44,15,53,16,11,14,82
157481,Raúl Albiol,15000000,2,3,Low,Medium,Right,38,27,77,71,31,53,45,65,67,57,57,53,80,56,65,77,62,82,53,79,83,30,49,37,73,85,85,83,
199987,J. Cillessen,15000000,1,3,Medium,Medium,Right,17,10,12,47,19,10,10,33,32,54,50,48,78,50,35,71,40,67,15,25,25,11,60,21,56,18,12,11,81
201454,F. Ghoulam,15000000,2,4,High,Medium,Left,82,54,70,76,52,73,68,72,78,74,84,68,79,62,80,73,91,73,69,74,75,64,58,76,75,74,79,78,
200647,J. Iličić,15000000,4,3,Medium,Medium,Left,78,78,58,82,80,77,84,74,87,68,72,70,78,56,87,33,68,68,87,58,46,78,82,78,78,26,32,26,
199434,D. Tadić,15000000,4,2,Medium,Low,Left,79,65,63,81,73,83,76,77,85,70,70,81,78,80,69,64,69,62,66,56,31,73,84,75,77,40,34,26,
198118,J. Guilavogui,15000000,2,3,Medium,High,Right,52,49,78,77,49,42,53,75,73,66,73,54,79,50,78,76,77,82,66,83,83,63,65,50,74,76,84,86,
194229,Hugo Mallo,15000000,2,3,High,Medium,Right,84,28,63,70,28,78,38,68,80,73,75,78,80,66,74,82,90,69,39,76,80,46,64,23,70,75,80,82,
193105,A. Areola,15000000,1,3,Medium,Medium,Right,20,19,14,41,16,16,16,32,22,54,52,53,76,58,25,59,28,80,14,26,23,17,34,25,35,19,18,12,80
192641,K. Vogt,15000000,2,3,Medium,Medium,Right,60,50,78,74,51,50,62,83,71,66,85,59,77,49,78,55,75,85,57,81,82,55,67,53,71,76,81,78,
164859,T. Walcott,15000000,3,3,Medium,Medium,Right,74,77,58,74,72,76,74,65,78,92,91,83,77,79,76,66,73,62,69,65,35,80,72,74,78,33,39,36,
221660,V. Lindelöf,15000000,2,3,Medium,Medium,Right,48,36,78,74,34,64,66,68,62,68,72,64,78,47,68,81,77,79,57,80,81,37,49,55,70,79,79,77,
212501,L. Dendoncker,15000000,2,4,High,High,Right,75,66,79,78,71,72,71,78,73,66,70,59,77,62,86,77,93,82,76,75,78,71,76,44,74,71,80,78,
210514,João Cancelo,15000000,3,3,High,Medium,Right,80,59,64,78,55,81,69,73,79,93,91,78,78,74,80,73,81,66,66,69,69,80,66,46,69,74,78,76,
204311,K. Zouma,15000000,2,3,Medium,Medium,Right,54,47,77,62,47,59,60,56,66,63,71,45,74,52,56,87,72,88,49,83,76,53,57,61,71,78,83,78,
198077,P. Herrmann,15000000,3,3,Medium,Medium,Right,78,75,54,77,74,74,60,64,79,86,87,85,79,81,77,69,64,56,74,58,29,80,76,63,72,27,26,77,
190544,A. Ljajić,15000000,4,4,High,Medium,Right,72,72,48,78,74,80,83,71,86,82,79,81,75,79,76,63,69,65,78,44,32,75,78,75,75,23,35,35,
176993,Bojan,15000000,4,4,High,Low,Right,68,70,42,81,79,83,66,72,78,78,75,84,72,85,76,48,67,43,70,30,29,77,81,71,74,20,22,19,
213135,D. Origi,15000000,4,3,High,Medium,Right,69,79,73,75,70,54,40,59,75,82,84,75,76,61,77,75,74,82,69,69,28,80,71,65,70,30,24,18,
205569,J. Ward-Prowse,15000000,3,3,Medium,Medium,Right,88,61,57,83,51,88,83,82,81,67,65,74,74,79,74,68,77,61,70,67,65,62,82,80,79,55,65,62,
173771,L. Piszczek,14500000,2,4,Medium,Medium,Right,86,65,74,78,67,80,47,69,76,73,84,66,82,66,77,76,79,79,68,83,81,73,72,65,82,79,84,83,
190941,L. Hrádecký,14500000,1,3,Medium,Medium,Right,11,11,11,15,9,11,15,20,19,38,44,43,82,39,14,69,34,55,14,31,18,9,53,20,48,11,10,13,81
188943,K. Trapp,14500000,1,4,Medium,Medium,Right,13,13,11,25,12,14,12,12,24,45,52,42,79,37,22,75,45,73,13,30,22,12,45,17,48,10,14,10,81
195861,Y. Rakitskyi,14500000,2,3,High,Medium,Left,68,57,69,78,53,75,77,84,77,69,74,72,77,73,87,74,82,75,84,82,82,53,75,50,78,82,83,81,
194957,P. Jones,14500000,2,3,Medium,High,Right,64,50,77,75,60,38,35,67,68,56,65,50,77,61,68,83,75,81,59,85,82,42,59,55,72,78,81,82,
189574,Iturraspe,14500000,2,3,High,Medium,Right,57,61,78,83,47,68,66,82,80,57,60,53,83,43,67,43,69,80,69,66,84,73,79,58,71,72,82,79,
188253,J. McCarthy,14500000,3,4,Medium,High,Right,68,55,63,82,61,64,64,81,74,72,68,66,75,71,67,66,90,78,65,79,78,63,72,60,75,79,78,78,
185132,Mikel San José,14500000,2,3,Medium,Medium,Right,47,69,82,83,70,31,44,82,79,38,47,47,82,55,71,77,79,79,78,74,83,70,77,51,70,72,85,74,
183909,I. Traoré,14500000,4,2,High,High,Left,80,66,44,76,75,84,74,74,78,92,85,94,80,93,80,72,74,47,78,53,41,76,76,56,79,32,43,40,
182002,Sidnei,14500000,2,2,High,Medium,Right,56,46,74,71,43,36,39,68,76,42,58,51,75,45,61,63,69,90,50,77,80,44,44,58,71,80,82,79,
178416,J. Lens,14500000,4,4,High,Medium,Right,82,75,63,79,85,71,68,63,81,87,90,75,80,81,80,73,76,76,75,53,23,71,77,67,76,22,39,32,
178311,Eder,14500000,3,4,High,Medium,Right,72,81,60,76,76,80,78,58,85,86,84,81,78,80,80,50,74,60,78,60,24,85,78,78,78,18,20,26,
173909,K. Boateng,14500000,4,4,Medium,Medium,Right,75,75,74,80,83,81,71,77,83,73,73,77,73,68,84,79,67,82,77,82,67,77,76,67,80,59,71,72,
172522,D. Wass,14500000,3,3,Medium,Medium,Right,78,69,67,82,69,79,83,77,81,73,76,78,82,59,86,59,90,68,70,59,74,74,80,64,71,59,67,68,
220440,C. Lenglet,14500000,2,4,Medium,High,Left,36,23,70,74,24,25,27,69,75,72,73,50,78,53,58,72,70,80,35,80,78,42,43,43,74,78,81,79,
203574,J. Stones,14500000,2,3,High,Medium,Right,62,29,77,80,27,46,29,71,77,71,71,64,75,57,46,72,79,79,38,73,76,48,59,37,79,80,83,81,
201262,V. Darida,14500000,3,3,High,High,Right,77,72,41,82,65,79,69,76,82,74,65,83,75,88,76,77,94,46,77,56,71,73,78,76,74,62,67,64,
188955,G. Bou,14500000,3,4,Medium,Low,Right,69,80,74,71,74,66,71,61,79,76,76,74,77,76,80,77,82,76,73,52,39,79,71,71,78,19,22,21,
225199,V. Koziello,14500000,3,4,Medium,High,Right,73,66,49,81,63,72,54,74,79,78,75,86,76,88,65,62,75,66,59,85,77,77,80,60,78,75,77,71,
223061,F. Cervi,14500000,4,3,High,High,Left,70,72,48,74,55,70,50,63,79,91,88,92,78,90,68,60,72,41,65,60,33,74,73,56,81,39,57,38,
221992,H. Lozano,14500000,4,4,High,Medium,Right,74,72,56,71,71,69,59,68,77,94,93,92,75,76,75,75,80,57,72,42,53,75,72,64,76,25,27,25,
217877,T. Bongonda,14500000,4,3,Medium,Medium,Left,78,69,39,77,58,64,63,61,81,85,81,86,80,75,79,63,59,54,67,30,30,77,73,57,68,17,30,29,
213582,A. Ruiz,14500000,4,2,Medium,Low,Left,78,77,63,80,83,75,74,81,85,61,63,72,75,72,88,55,74,75,86,48,30,71,83,69,83,29,33,31,
212230,Iuri Medeiros,14500000,4,3,High,Medium,Left,79,73,45,78,73,88,82,72,79,84,75,88,73,92,77,61,76,41,79,67,30,72,77,79,79,21,31,26,
212153,R. Gagliardini,14500000,2,2,Medium,High,Right,64,55,76,80,69,70,39,74,78,71,70,65,78,63,75,65,85,71,75,71,79,70,78,41,75,70,78,76,
204077,M. Niang,14500000,4,4,High,Medium,Right,67,70,64,72,72,68,66,57,82,86,92,83,70,65,86,69,73,70,74,50,30,82,75,70,70,16,24,20,
234236,P. Schick,14500000,4,2,High,Medium,Left,64,79,74,74,67,78,56,59,80,75,77,83,74,68,72,69,68,71,73,59,22,78,73,58,79,17,24,19,
172723,A. Begović,14000000,1,2,Medium,Medium,Right,14,12,12,26,12,17,15,32,24,52,58,53,78,41,28,38,36,80,12,42,21,11,31,40,62,13,11,12,82
163489,A. Consigli,14000000,1,3,Medium,Medium,Right,10,10,10,31,19,15,15,27,23,48,34,57,75,40,24,80,31,51,19,11,15,10,46,21,50,12,17,19,82
150724,J. Hart,14000000,1,3,Medium,Medium,Right,14,14,10,32,19,17,13,35,20,59,60,50,77,32,65,69,28,61,19,28,25,14,42,48,63,14,14,13,82
190149,De Marcos,14000000,3,3,High,Medium,Right,78,59,59,77,57,77,53,69,81,83,89,77,85,74,73,78,93,74,56,76,79,80,66,55,76,66,80,80,
180216,S. Coleman,14000000,3,3,High,High,Right,81,62,67,78,64,42,35,70,78,74,72,76,83,74,75,72,84,73,68,78,76,75,70,60,78,82,84,83,
177326,M. Valbuena,14000000,4,3,High,Medium,Right,79,74,50,81,76,82,77,77,82,81,79,87,77,93,74,60,73,34,77,52,34,76,77,68,64,21,26,34,
212831,Alisson,14000000,1,2,Medium,Medium,Right,17,13,19,27,20,19,18,20,21,44,35,30,82,37,21,52,32,78,14,27,11,13,65,23,62,20,19,16,80
208334,J. Hector,14000000,2,3,Medium,Medium,Left,79,55,73,80,51,65,65,75,81,76,77,67,80,67,69,63,84,77,61,72,81,62,72,65,80,77,81,81,
206413,T. Stepanenko,14000000,2,3,Medium,High,Left,63,53,69,81,56,60,45,77,78,71,64,60,78,73,75,71,82,78,70,84,82,63,69,52,81,80,79,77,
203775,L. Karius,14000000,1,3,Medium,Medium,Right,14,18,14,35,14,12,14,36,23,51,50,51,78,43,20,74,36,55,16,18,13,8,45,19,34,13,11,13,80
176104,V. Birsa,14000000,3,3,Medium,Medium,Left,78,62,60,82,73,78,78,76,86,72,78,68,76,68,84,68,74,78,83,55,49,75,82,76,80,44,52,40,
175379,Pedro León,14000000,3,3,High,Low,Right,90,74,36,80,68,87,84,82,85,64,69,68,71,73,82,45,68,63,79,55,43,74,82,71,71,34,46,36,
173221,A. Candreva,14000000,3,4,Medium,Medium,Right,85,74,55,77,75,74,71,70,84,77,78,74,78,76,87,35,86,70,85,66,59,79,74,83,73,54,58,50,
211688,Gayà,14000000,2,3,High,Medium,Left,81,56,60,78,59,80,49,75,76,83,89,80,78,82,58,75,77,61,59,74,76,72,70,52,70,77,76,79,
211256,N. Tagliafico,14000000,3,2,High,Medium,Left,67,57,76,69,33,61,40,66,75,92,85,83,74,82,66,84,88,62,44,73,77,66,68,46,73,79,78,78,
205988,L. Shaw,14000000,2,2,High,Medium,Left,80,44,65,75,58,63,58,64,78,80,84,78,77,75,62,68,74,79,48,74,78,73,65,53,75,74,79,79,
202642,Fernando,14000000,3,3,Medium,High,Right,60,63,62,78,45,82,82,82,76,70,76,74,73,81,73,80,80,69,72,80,80,47,75,61,70,79,78,77,
200458,L. Digne,14000000,3,3,High,Medium,Left,78,52,64,80,45,68,57,69,79,79,81,71,76,80,77,75,80,72,69,75,77,67,72,58,71,74,77,81,
186132,D. Drinkwater,14000000,3,4,Medium,Medium,Right,64,60,61,80,70,72,69,82,79,67,69,70,79,78,77,56,85,76,72,74,76,74,78,53,77,70,79,76,
156519,H. Herrera,14000000,3,4,High,High,Right,63,64,59,75,59,67,63,71,76,73,74,66,75,70,81,66,92,73,76,79,79,76,73,58,75,74,76,67,
223874,V. Rongier,14000000,2,4,Medium,High,Right,62,65,41,80,73,76,64,78,80,69,55,79,72,91,74,72,71,55,78,51,72,71,75,65,75,75,82,70,
216547,Rafa,14000000,4,4,High,Medium,Right,73,65,46,74,64,75,56,60,80,91,92,91,79,85,71,58,64,37,64,40,43,78,75,59,77,23,38,31,
216497,M. Philipp,14000000,3,3,Medium,Medium,Right,64,78,56,77,78,66,62,62,80,83,78,80,77,75,85,59,68,67,74,55,39,78,75,59,67,23,33,29,
215353,L. Alario,14000000,3,3,High,Medium,Right,48,83,81,69,72,49,43,48,78,73,71,71,69,72,76,91,75,80,62,72,22,85,65,73,74,25,27,20,
212198,Bruno Fernandes,14000000,3,3,High,Medium,Right,76,65,58,80,78,81,76,77,81,79,78,82,75,79,83,72,76,69,79,62,68,75,76,66,80,58,66,62,
210930,Carles Gil,14000000,4,4,High,Low,Left,79,72,34,81,71,76,58,78,80,70,70,75,76,75,63,60,66,55,66,41,40,74,77,69,72,36,43,39,
208574,F. Kostić,14000000,4,2,High,Medium,Left,80,64,48,71,68,79,75,60,80,89,87,76,76,72,77,66,74,74,69,65,32,73,72,67,77,29,26,43,
203362,M. Elyounoussi,14000000,5,4,High,Medium,Right,75,69,65,82,74,73,59,75,78,88,82,86,72,83,76,83,82,61,70,49,36,70,73,64,71,39,31,44,
202648,Sergi Darder,14000000,3,3,Medium,Low,Right,65,56,50,82,54,67,55,80,82,59,51,76,76,77,74,53,62,68,67,71,69,74,82,55,81,62,66,69,
198706,Luis Alberto,14000000,3,4,High,Medium,Right,76,73,45,83,58,77,74,75,82,74,63,74,74,50,77,40,59,64,77,29,28,75,74,56,72,24,25,18,
194996,Borja Bastón,14000000,2,4,Medium,Low,Right,51,78,77,66,80,68,46,44,80,57,66,62,78,39,81,56,56,91,73,61,23,83,65,72,70,14,32,24,
230938,F. Kessié,14000000,2,4,High,High,Right,66,67,68,78,56,58,48,74,78,74,76,68,76,76,74,79,88,84,64,80,76,76,70,78,76,68,77,70,
220746,A. Živković,14000000,3,2,Medium,Medium,Left,76,67,43,74,68,82,70,66,78,87,84,87,77,88,73,57,66,39,70,52,33,72,74,60,68,28,34,28,
226456,Pablo Fornals,14000000,2,3,Medium,Medium,Right,71,72,41,81,54,58,60,78,78,64,58,75,77,70,51,54,65,64,75,72,75,73,78,46,68,68,74,72,
224458,Diogo Jota,14000000,4,4,High,Medium,Right,61,73,68,69,69,74,55,64,82,83,80,87,80,78,76,66,78,65,75,72,54,80,74,61,80,32,50,39,
222357,B. Embolo,14000000,3,4,Medium,Medium,Right,59,74,68,72,64,65,51,70,81,79,83,77,73,73,75,73,76,83,61,63,41,78,69,66,76,24,28,22,
120533,Pepe,13500000,2,3,Medium,High,Right,46,46,80,70,23,44,47,61,62,65,70,63,83,49,63,76,62,84,56,94,86,40,48,57,77,86,86,87,
183497,O. Karnezis,13500000,1,3,Medium,Medium,Right,19,16,24,22,14,11,11,36,23,44,34,45,78,49,22,64,33,66,18,18,23,10,47,21,22,13,15,24,82
182494,F. Muslera,13500000,1,2,Medium,Medium,Right,15,10,12,44,10,14,10,47,23,60,62,68,78,62,25,84,45,68,10,32,23,13,58,24,63,17,16,16,82
168354,E. Viviano,13500000,1,2,Medium,Medium,Left,12,17,13,36,13,14,16,37,22,30,33,35,77,32,21,66,29,58,18,18,10,10,60,21,64,19,10,12,82
183498,M. Parolo,13500000,3,4,High,High,Right,70,70,75,80,76,67,55,83,79,68,74,67,82,71,87,77,88,78,86,80,80,82,78,45,78,71,80,82,
121944,B. Schweinsteiger,13500000,3,3,Medium,Medium,Right,76,69,78,82,82,82,78,84,80,40,39,66,83,63,82,80,64,77,80,80,80,75,84,77,88,68,74,75,
199827,P. Hernández,13500000,4,3,High,Low,Left,54,69,53,82,69,75,69,80,80,72,70,72,82,52,75,69,73,80,74,87,74,80,81,62,67,56,68,70,
190815,D. Blind,13500000,2,4,Medium,Medium,Left,80,46,71,81,62,84,62,80,80,63,58,72,84,75,68,71,86,74,62,70,82,68,76,56,83,80,83,76,
189156,Daniel Carriço,13500000,2,3,Medium,Medium,Right,61,48,79,78,47,39,54,79,69,54,59,59,75,68,66,91,70,77,50,88,82,57,62,62,81,76,82,80,
184392,M. Darmian,13500000,3,5,Low,High,Right,71,55,68,76,59,69,35,66,75,78,77,80,80,78,69,73,88,65,56,76,79,64,63,45,76,81,84,82,
177458,S. Bender,13500000,2,4,Medium,High,Right,43,39,75,73,54,33,30,69,60,67,72,63,78,61,73,73,86,76,62,82,80,49,65,34,81,80,86,88,
216150,D. Zappacosta,13500000,2,2,High,High,Right,79,60,68,72,68,72,59,66,73,78,85,75,75,77,74,69,90,71,72,75,75,71,64,59,72,75,77,79,
215466,N. Maksimović,13500000,2,3,Medium,High,Right,45,22,82,59,28,29,23,59,61,62,68,51,71,58,39,67,67,86,29,77,80,29,31,26,70,81,84,79,
210864,E. Hysaj,13500000,2,4,Medium,Medium,Right,76,47,66,74,40,40,30,68,74,78,84,76,78,69,68,69,85,69,43,79,78,63,56,40,73,77,80,80,
205069,Bernat,13500000,3,3,High,Medium,Left,82,57,53,79,59,76,51,64,83,84,74,86,80,88,63,73,77,57,62,71,75,74,70,53,70,78,81,79,
204638,W. Orban,13500000,2,3,Medium,High,Right,38,34,83,69,33,28,32,59,61,55,54,48,76,58,37,90,67,83,29,78,79,34,42,41,71,77,82,75,
201377,J. Murillo,13500000,2,2,Medium,High,Right,56,37,77,61,44,38,26,62,64,73,76,78,73,69,68,86,71,76,13,88,78,45,54,46,73,80,81,84,
199550,B. Martins Indi,13500000,2,3,Medium,High,Left,71,38,75,69,32,30,38,69,64,54,59,53,66,62,56,69,70,86,40,86,78,42,35,38,69,78,83,77,
197948,F. Lejeune,13500000,2,3,Medium,High,Right,51,50,75,74,42,47,41,67,66,42,54,60,72,58,72,77,74,90,66,87,81,46,40,43,70,76,82,73,
195363,J. Bruma,13500000,2,3,Medium,Medium,Right,40,38,81,75,34,43,66,76,63,62,68,52,68,45,86,80,67,90,65,81,74,49,61,39,67,76,81,78,
184477,K. Papadopoulos,13500000,2,3,Low,High,Right,44,24,90,56,44,40,43,50,52,61,63,53,73,60,68,91,62,90,58,92,65,35,44,46,68,79,82,80,
227234,L. Tousart,13500000,2,3,Medium,High,Right,61,42,73,77,43,36,45,73,73,69,69,64,76,68,78,81,83,84,64,86,78,62,71,48,73,72,81,74,
225028,N. Radoja,13500000,2,3,High,Medium,Right,44,73,51,77,32,37,36,78,74,57,44,58,79,52,63,64,71,76,72,74,81,79,80,42,68,76,80,78,
213400,D. Laxalt,13500000,3,3,High,High,Left,77,64,43,78,49,61,60,74,78,86,90,82,70,77,70,65,92,60,66,65,42,68,68,49,76,53,53,57,
207877,J. Martínez,13500000,3,4,High,Medium,Right,59,79,72,67,69,68,57,55,79,89,89,90,74,90,78,90,73,74,62,66,20,80,65,67,74,24,20,15,
204923,M. Sabitzer,13500000,3,4,High,Medium,Right,67,77,52,77,74,72,63,64,80,87,79,79,77,83,83,77,84,74,78,69,40,81,73,65,72,23,33,19,
203980,K. Fortounis,13500000,3,4,High,Low,Right,73,72,57,78,71,78,78,74,79,73,77,81,70,64,74,61,66,66,77,63,32,76,76,80,75,38,35,38,
203535,T. Vilhena,13500000,3,4,Medium,High,Left,75,62,60,78,68,70,68,76,80,77,69,76,78,85,80,76,85,76,75,84,75,67,75,53,81,60,75,69,
203106,L. Bittencourt,13500000,4,4,High,Medium,Right,73,65,45,79,66,77,70,71,78,89,79,92,76,89,70,72,78,48,62,72,52,69,74,61,72,54,55,55,
199767,M. van Ginkel,13500000,3,4,High,Medium,Right,70,78,72,79,72,66,68,77,78,67,75,74,76,56,75,76,87,75,76,68,67,77,73,67,83,55,71,68,
199069,V. Aboubakar,13500000,5,3,High,Medium,Right,57,74,77,74,70,69,67,68,79,77,83,75,75,63,78,78,77,83,76,77,33,76,72,76,77,12,23,19,
217731,Sandro,13500000,3,4,High,Medium,Right,65,84,62,68,74,83,81,49,81,76,75,85,73,81,80,72,65,68,77,62,33,77,56,70,65,15,25,24,
220814,L. Hernández,13500000,2,3,Medium,High,Left,57,36,80,67,23,38,28,58,65,66,64,69,65,61,62,85,59,72,47,77,76,27,33,34,66,74,80,81,
213955,S. Azmoun,13500000,3,4,Medium,Low,Right,64,78,84,69,69,66,50,64,75,83,82,77,74,77,75,90,65,72,76,67,34,75,60,55,73,39,33,32,
